sequence_id,published_date,title,caption,instagram_url,content_category,dish_name,sweet_savory,food_type,ingredients_text,instructions_text,has_recipe
84,10/12/2023,סופגניות אשל,"סופגניות אשל 😍
מקדישה את הסרטון לסבתא רותי שלי ז״ל שבכל שנה בהדלקת נרות הייתה מכינה לנו את הסופגניות אשל שלה שפשוט עוקפות כל סוג של סופגנייה אחרת שתאכלו ❤️ 

מצרכים: 
2.5 כוסות קמח 
2 גביעי אשל 
2 כפות סוכר 
2 ביצים 
אבקת אפייה
קורט מלח 
כפית תמצית וניל
אופציונלי- כפית רום 
אופן הכנה: 
נערבב את כל המצרכים ביחד עד לאיחוד ואז ניתן לבלילה לנוח עשר דקות. 
בזמן הזה נרתיח את השמן. 
אם אתם משתמשים במד חום לשמן אז תתחילו לטגן כשהשמן מגיע ל160 מעלות ותוודאו שהוא נשאר בטווח של 160-170 מעלות. 
סבתא שלי לא השתמשה במדחום ועשתה לפי העין וככה גם אני הפעם.
איך תדעו שהשמן מוכן בלי מדחום?
תקח כף עץ ותשימו בתוך הסיר שמן ברגע שמתחילות להיווצר בועות ליד הכף זה אומר שאפשר להתחיל לטגן 
אל תתטגנו על הלהבה הכי גדולה כי אז השמן יתחמם מהר והסופגניות יישארו חיות מבפנים ושרופות מבחוץ
תטגנו על הלהבה הבינונית על עוצמה בינונית ואז הטמפרטורה של השמן ברגע שמתחילים לטגן את הסופגניות לא אמורה לעלות כל כך כי הסופגניות מקררות את השמן וזה מתאזן 
אם אתם מרגישים שהשמן חם מדי תנמיכו קצת את הלהבה ותשחקו עם זה 
אמורים לטגן את הסופגניות בערך 2-3 דקות מכל צד 
שימו לב שהם גם מתהפכות באמצע הטיגון

נבזוק מעל הסופגניות אבקת סוכר ומוכן 🥰
תאמינו לי שהן מושלמות ולא צריך לשים בהן שום מילוי!!!!",https://www.instagram.com/reel/C0rWJhvI-8S/,FOOD,סופגניות אשל,SWEET,סופגניות,"מצרכים: 
2.5 כוסות קמח 
2 גביעי אשל 
2 כפות סוכר 
2 ביצים 
אבקת אפייה
קורט מלח 
כפית תמצית וניל
אופציונלי- כפית רום","אופן הכנה: 
נערבב את כל המצרכים ביחד עד לאיחוד ואז ניתן לבלילה לנוח עשר דקות. 
בזמן הזה נרתיח את השמן. 
אם אתם משתמשים במד חום לשמן אז תתחילו לטגן כשהשמן מגיע ל160 מעלות ותוודאו שהוא נשאר בטווח של 160-170 מעלות. 
סבתא שלי לא השתמשה במדחום ועשתה לפי העין וככה גם אני הפעם.
איך תדעו שהשמן מוכן בלי מדחום?
תקח כף עץ ותשימו בתוך הסיר שמן ברגע שמתחילות להיווצר בועות ליד הכף זה אומר שאפשר להתחיל לטגן 
אל תתטגנו על הלהבה הכי גדולה כי אז השמן יתחמם מהר והסופגניות יישארו חיות מבפנים ושרופות מבחוץ
תטגנו על הלהבה הבינונית על עוצמה בינונית ואז הטמפרטורה של השמן ברגע שמתחילים לטגן את הסופגניות לא אמורה לעלות כל כך כי הסופגניות מקררות את השמן וזה מתאזן 
אם אתם מרגישים שהשמן חם מדי תנמיכו קצת את הלהבה ותשחקו עם זה 
אמורים לטגן את הסופגניות בערך 2-3 דקות מכל צד 
שימו לב שהם גם מתהפכות באמצע הטיגון

נבזוק מעל הסופגניות אבקת סוכר ומוכן 🥰
תאמינו לי שהן מושלמות ולא צריך לשים בהן שום מילוי!!!!",YES
85,13/12/2023,חזה עוף ופסטה שמכינים בסיר אחד,"חזה עוף ופסטה שמכינים בסיר אחד 
אין נוח כמו לתקתק ארוחה שלמה בסיר אחד!!! 
הכנתי את זה ברוטב אדום וזה יוצא שלמות 😍 
מצרכים: 
2 בצלים 
גזר 
גמבה 
כף שמן זית 
2 רסק 
3-4 שיני שום 
2 כפיות פפריקה 
כף מלח 
חצי כפית פלפל שחור 
חצי קילו חזה עוף 
חצי חבילת פסטה
מים חמים 

אופן הכנה: 
נטגן את הבצל עם כף שמן, נוסיף את התבלינים והרסק עגבניות ונטגן עוד דקה. 
נוסיף את החזה עוף נמשיך לטגן עוד 2-3 דקות ונשפוך את הגזר והגמבה ונטגן עוד 5 דקות. 
נוסיף את הפסטה ונמזוג מים עד לקו הפסטה (עדיף להוסיף קצת מים ואחר כף להוסיף מאשר להוסיף יותר מדי) 
נבשל עם מכסה סגור עד שהמים מבעבעים ואז נסיר את המכסה ונבשל עד שהפסטה מוכנה (בערך עשר דקות) 
אפשר להגיש עם קצת פטרוזיליה 
ומוכןןן🥰 
ערכים למנה מתוך ארבע:
461 קלוריות 
6.8 שומן
61.6 פחמימה 
35 גרם חלבון 
בתיאבון מחכה לשמוע איך יצא ❤️❤️

(מקבלים חלבון גם מהירקות ומהפסטה מי שמחשב רק חלבון איכותי יוצא למנה 26.5 גרם חלבון)",https://www.instagram.com/reel/C0zEd32IcBU/,FOOD,חזה עוף ופסטה שמכינים בסיר אחד,SAVORY,פסטה,"מצרכים: 
2 בצלים 
גזר 
גמבה 
כף שמן זית 
2 רסק 
3-4 שיני שום 
2 כפיות פפריקה 
כף מלח 
חצי כפית פלפל שחור 
חצי קילו חזה עוף 
חצי חבילת פסטה
מים חמים","אופן הכנה: 
נטגן את הבצל עם כף שמן, נוסיף את התבלינים והרסק עגבניות ונטגן עוד דקה. 
נוסיף את החזה עוף נמשיך לטגן עוד 2-3 דקות ונשפוך את הגזר והגמבה ונטגן עוד 5 דקות. 
נוסיף את הפסטה ונמזוג מים עד לקו הפסטה (עדיף להוסיף קצת מים ואחר כף להוסיף מאשר להוסיף יותר מדי) 
נבשל עם מכסה סגור עד שהמים מבעבעים ואז נסיר את המכסה ונבשל עד שהפסטה מוכנה (בערך עשר דקות) 
אפשר להגיש עם קצת פטרוזיליה 
ומוכןןן🥰 
ערכים למנה מתוך ארבע:
461 קלוריות 
6.8 שומן
61.6 פחמימה 
35 גרם חלבון 
בתיאבון מחכה לשמוע איך יצא ❤️❤️

(מקבלים חלבון גם מהירקות ומהפסטה מי שמחשב רק חלבון איכותי יוצא למנה 26.5 גרם חלבון)",YES
86,15/12/2023,בורקס דפי אורז קריספי,"בורקס דפי אורז קריספיייייי 
כשהטרנד דפי האורז יצא לפני כמה שנים ניסיתי מלא פעמים להכין את הבורקס הזה וכל פעם היה יוצא לי מרקם כזה של גומי עד שהתייאשתי 
לפני כמה זמן החלטתי להביא לזה עוד ניסיון ועליתי על 2 טריקים שמשאירים את הדף אורז קריספי ולא צריך להשתמש בשמן או במלא דפי אורז בשביל זה 

מצרכים: 
10 דפי אורז 
למילוי הגבינות:
חצי גביע קוטג׳ 3% 
חצי קופסאת בולגרית 5%
2 פרוסות גבינה צהובה 
ביצה 
כף קמח 
מלח פלפל
אפשר להוסיף גם אורגנו/תבלין פיצה 

לבלילה: 
ביצה 
כוס מים 
כפית סילאן/דבש 

אופן הכנה: 
נערבב את כל חומרים המילוי ונעביר לשקית זילוף.
בקערה שטוחה נערבב את כל מצרכי הבלילה.
נטבול את דף האורז בבלילה בערך 40 שניות עד שמתרכך 
נשים את הדף אורז על צלחת שטוחה ונקפל אותו לחצי (זה בעצם הטריק הראשון כי ככה אנחנו מקבלים 2 שכבות של בורקס ואף חלק מהבורקס לא נשאר עם שכבה אחת והופך לגומי) ובעזרת שקית זילוף נזלף את המילוי על הבורקס כמו בסרטון 
נחזור על הפעולה עם כל דפי האורז 
אפשר לפזר למעלה קצת שומשום-לא חובה 
נכניס לתנור שחומם **מראש** על 200 מעלות טורבו לחצי שעה (זה הטריק השני -אפייה בחום גבוה להרבה זמן) 
נוציא מהתנור נגיש עם סלט טרי וביצה ובתיאבון 
מחכה לשמוע איך יצא 😍
ערכים לבורקס מתוך 10: 
85 קלוריות 
6.4 חלבון 
10.2 פחמימה 
2.3 שומן 

#דלקלוריות #חלבון",https://www.instagram.com/reel/C03hY-_I18o/,FOOD,בורקס דפי אורז קריספיייייי,SAVORY,בורקס,"מצרכים: 
10 דפי אורז 
למילוי הגבינות:
חצי גביע קוטג׳ 3% 
חצי קופסאת בולגרית 5%
2 פרוסות גבינה צהובה 
ביצה 
כף קמח 
מלח פלפל
אפשר להוסיף גם אורגנו/תבלין פיצה 

לבלילה: 
ביצה 
כוס מים 
כפית סילאן/דבש","אופן הכנה: 
נערבב את כל חומרים המילוי ונעביר לשקית זילוף.
בקערה שטוחה נערבב את כל מצרכי הבלילה.
נטבול את דף האורז בבלילה בערך 40 שניות עד שמתרכך 
נשים את הדף אורז על צלחת שטוחה ונקפל אותו לחצי (זה בעצם הטריק הראשון כי ככה אנחנו מקבלים 2 שכבות של בורקס ואף חלק מהבורקס לא נשאר עם שכבה אחת והופך לגומי) ובעזרת שקית זילוף נזלף את המילוי על הבורקס כמו בסרטון 
נחזור על הפעולה עם כל דפי האורז 
אפשר לפזר למעלה קצת שומשום-לא חובה 
נכניס לתנור שחומם **מראש** על 200 מעלות טורבו לחצי שעה (זה הטריק השני -אפייה בחום גבוה להרבה זמן) 
נוציא מהתנור נגיש עם סלט טרי וביצה ובתיאבון 
מחכה לשמוע איך יצא 😍
ערכים לבורקס מתוך 10: 
85 קלוריות 
6.4 חלבון 
10.2 פחמימה 
2.3 שומן 

#דלקלוריות #חלבון",YES
87,19/12/2023,עוגיות לימון יבשות,"עוגיות לימון יבשות 
עוגיות נדירות לאוהבי הלימון והן הולכות בול ליד התה ✌🏻 

מצרכים: 
140 גרם קמח = כוס קמח 
50 גרם חמאה 
ביצה 
4 כפות תחליף סוכר 
מיץ מחצי לימון 
גרידת לימון 
כפית אבקת אפייה 
קורט מלח 

אופן הכנה: 
נערבב את החמאה עד למרקם משחתי ואז נוסיף את הקמח,אבקת אפייה,מלח,סוכר והביצה ונערבב שוב.
נוסיף את הגרידת לימון והמיץ לימון ונערבב שוב לאיחוד. 
נעביר לשקית זילוף ונזלף פסים 
(לי יצאו 42 עוגיות) 
נאפה בתנור שחומם מראש על 170 מעלות ל12-15 דקות עד שהעוגיות קצת מזהיבות 
אחרי שהוצאתם את העוגיות מהתנור תצננו אותם בחוץ לפחות חצי שעה כי בזמן הזה הן מתקשות 
בתיאבון ❤️ 

כל עוגייה מכילה 23 קלוריות 🫶🏼 

#דלקלוריות #ללאסוכר",https://www.instagram.com/reel/C1CoSxKIs75/,FOOD,עוגיות לימון יבשות,SWEET,עוגיות,"מצרכים: 
140 גרם קמח = כוס קמח 
50 גרם חמאה 
ביצה 
4 כפות תחליף סוכר 
מיץ מחצי לימון 
גרידת לימון 
כפית אבקת אפייה 
קורט מלח","אופן הכנה: 
נערבב את החמאה עד למרקם משחתי ואז נוסיף את הקמח,אבקת אפייה,מלח,סוכר והביצה ונערבב שוב.
נוסיף את הגרידת לימון והמיץ לימון ונערבב שוב לאיחוד. 
נעביר לשקית זילוף ונזלף פסים 
(לי יצאו 42 עוגיות) 
נאפה בתנור שחומם מראש על 170 מעלות ל12-15 דקות עד שהעוגיות קצת מזהיבות 
אחרי שהוצאתם את העוגיות מהתנור תצננו אותם בחוץ לפחות חצי שעה כי בזמן הזה הן מתקשות 
בתיאבון ❤️ 

כל עוגייה מכילה 23 קלוריות 🫶🏼 

#דלקלוריות #ללאסוכר",YES
88,22/12/2023,פרחי כרובית מצופים בפירורי לחם,"פרחי כרובית מצופים בפירורי לחם!!!
טעים וממכר בטירוף 😍 
מה נצטרך?
כרובית בינונית
2 ביצים 
כפית מלח 
חצי פלפל שחור 
כפית דבש 
כפית פפריקה 
צ׳ילי גרוס- לא חובה 
שן שום כתוש 
כף צ׳ילי מתוק 
פירורי לחם 
שומשום

אופן הכנה: 
נחלק את הכרובית לפרחים ונרתיח אותם למשך 15 דקות. 
בקערה נערבב את הביצים וכל התבלינים 
בקערה שנייה נערבב את הפירורי לחם והשומשום 
נקח כל פרח כרובית נטבול בקערה של הרוטב ונעטוף את הפרח טוב טוב ברוטב ואז נטבול בפירורי לחם 
•ממליצה ביד אחת לטבול את הפרח ברוטב וביד השנייה בפירורי לחם 

נסדר את כל הפרחים בתבנית 
נרסס מעל הכל קצת שמן 
נאפה בתנור על טורבו 180 מעלות עד שמזהיב (בערך חצי שעה)
ובתיאבון ✌🏻❤️",https://www.instagram.com/reel/C1JgWk1Iglo/,FOOD,פרחי כרובית מצופים בפירורי לחם,SAVORY,ירקות,"מה נצטרך?
כרובית בינונית
2 ביצים 
כפית מלח 
חצי פלפל שחור 
כפית דבש 
כפית פפריקה 
צ׳ילי גרוס- לא חובה 
שן שום כתוש 
כף צ׳ילי מתוק 
פירורי לחם 
שומשום","אופן הכנה: 
נחלק את הכרובית לפרחים ונרתיח אותם למשך 15 דקות. 
בקערה נערבב את הביצים וכל התבלינים 
בקערה שנייה נערבב את הפירורי לחם והשומשום 
נקח כל פרח כרובית נטבול בקערה של הרוטב ונעטוף את הפרח טוב טוב ברוטב ואז נטבול בפירורי לחם 
•ממליצה ביד אחת לטבול את הפרח ברוטב וביד השנייה בפירורי לחם 

נסדר את כל הפרחים בתבנית 
נרסס מעל הכל קצת שמן 
נאפה בתנור על טורבו 180 מעלות עד שמזהיב (בערך חצי שעה)
ובתיאבון ✌🏻❤️",YES
89,26/12/2023,סלט מיוחד,"סלט בין המעניינים שתכינו!!! 
הוא שונה וממכר ומתאים לכל ארוחה 😍
מצרכים: 
בטטה 
חצי כוס עדשים שחורות 
ברוקולי (השתמשתי בראש קטן בערך 120 גרם)
חופן אגוזי מלך 
חסה 
חצי בצל סגול
לרוטב: 
כף שמן זית 
כפית סילאן 
כפית דבש 
כפית חרדל 
מיץ מחצי לימון 
כפית מלח
אופן הכנה:
•נחתוך את הבטטה לקוביות קטנות נערבב עם כפית שמן זית ונאפה בתנור על 180 מעלות טורבו לחצי שעה 
•את העדשים שחורות נשים בסיר עם מים רותחים ונרתיח למשך 20 דקות 
•נרתיח את הברוקולי ל7 דקות 
•נחתוך את כל הירקות ואת האגוזי מלך
•נערבב את כל חומרי הרוטב בקערית 
•נשים את כל הירקות בקערה ונמזוג את הרוטב לסלט כמה דקות לפני ההגשה 
בתיאבון ❤️❤️",https://www.instagram.com/reel/C1UfI84o3U3/,FOOD,סלט בין המעניינים שתכינו,SAVORY,סלט,"מצרכים: 
בטטה 
חצי כוס עדשים שחורות 
ברוקולי (השתמשתי בראש קטן בערך 120 גרם)
חופן אגוזי מלך 
חסה 
חצי בצל סגול
לרוטב: 
כף שמן זית 
כפית סילאן 
כפית דבש 
כפית חרדל 
מיץ מחצי לימון 
כפית מלח","אופן הכנה:
•נחתוך את הבטטה לקוביות קטנות נערבב עם כפית שמן זית ונאפה בתנור על 180 מעלות טורבו לחצי שעה 
•את העדשים שחורות נשים בסיר עם מים רותחים ונרתיח למשך 20 דקות 
•נרתיח את הברוקולי ל7 דקות 
•נחתוך את כל הירקות ואת האגוזי מלך
•נערבב את כל חומרי הרוטב בקערית 
•נשים את כל הירקות בקערה ונמזוג את הרוטב לסלט כמה דקות לפני ההגשה 
בתיאבון ❤️❤️",YES
90,29/12/2023,פסטה אדומה,"אמאלה נראלי אין אחד שלא יסכים שפסטה אדומה זאת אחת התוספות הכי שוות לארוחת צהריים!!! 
אני אוהבת להכין את הפסטה בסיר אחד ועם מלא מלא רוטב 

מצרכים: 
2 כפות שמן זית 
כפית שום כתוש 
כפית מלח
2 כפיות פפריקה
2 קופסאות רסק=200 גרם
חבילת פסטה 
מים 
אופן הכנה: 
מחממים בסיר רחב את השמן זית עם התבלינים והרסק ״ופותחים״ אותם בשמן במשך דקה בערך 
מוסיפים את הפסטה ומערבבים עד שכל הפסטה עטופה ברוטב 
נמזוג מים רותחים עד גובה הפסטה ונכסה עם מכסה עד שהמים מבעבעים 
כשהמים מבעבעים נסיר את המכסה ונבשל עד שכל המים מצטמצמים 
כל כמה דקות נערבב את הפסטה עד שהיא מוכנה
בתאבון❤️❤️",https://www.instagram.com/reel/C1bfPzQoJXM/,FOOD,אמאלה נראלי אין אחד שלא יסכים שפסטה אדומה זאת אחת התוספות הכי שוות לארוחת צהריים,SAVORY,פסטה,"מצרכים: 
2 כפות שמן זית 
כפית שום כתוש 
כפית מלח
2 כפיות פפריקה
2 קופסאות רסק=200 גרם
חבילת פסטה 
מים","אופן הכנה: 
מחממים בסיר רחב את השמן זית עם התבלינים והרסק ״ופותחים״ אותם בשמן במשך דקה בערך 
מוסיפים את הפסטה ומערבבים עד שכל הפסטה עטופה ברוטב 
נמזוג מים רותחים עד גובה הפסטה ונכסה עם מכסה עד שהמים מבעבעים 
כשהמים מבעבעים נסיר את המכסה ונבשל עד שכל המים מצטמצמים 
כל כמה דקות נערבב את הפסטה עד שהיא מוכנה
בתאבון❤️❤️",YES
91,01/01/2024,חיתוכיות פיסטוק,"חיתוכיות פיסטוק 😍
שמעתי שחייב לאכול פיסטוק ביום הראשון של השנה כי אז נאכל מלא דברים טעימים עם פיסטוק כל השנה!!!! 

כל עוגייה יוצאת 99 קלוריות יותר שווה מחטיף אנרגיה 🤭
בקיצור מתכון נדיר לפתוח איתו את שנת 2024 
מה נצטרך? 
לבצק פריך:
140 גרם קמח =כוס קמח
100 גרם קורנפלור =כוס פחות 4 כפות
50 גרם אבקת סוכר= חצי שקית 
ביצה 
100 גרם חמאה=חצי חבילה 

לממרח פיסטוק:
125 גרם שוקולד לבן (ממליצה להשתמש בשוקולד לבו איכותי) 
40 גרם מחית פיסטוק
10 גרם שקדים טחונים

אופציונלי- 20 גרם פיסטוקים גרוסים לפזר בין השכבות

אופן הכנת הממרח: 
נמיס בפולסים של חצי דקה את השוקולד הלבן במיקרו 
אחרי שנמס לגמרי נוסיף את המחית פיסטוק ואת השקדים ונערבב לאיחוד 
(עדיף להכין את הממרח לפני שתוציאו את מלבני הבצק מההקפאה)

הכנת הבצק פריך: 
במעבד מזון נטחן את האבקת סוכר והחמאה עד לאיחוד 
נוסיף את הקמח והקורנפלור ונטחן עד מרקם חולי,נוסיף את הביצה עד שמתגבש לבצק 
•במידה ותשתמשו בביצה קטנה מדי הבצק לא יתאחד אז במידת הצורך אפשר להוסיף כפית חלב 
•הבצק יוצא מעט דביק אז נשים אותו במקפיא ל5 דקות גג לא יותר 

נקח את הבצק ונרדד אותו ל4 מלבנים שווים 
אני רידדתי לגודל של נייר אפייה שלם ואז חתכתי ל4 חתיכות 

נשים את כל מלבני הבצק במקפיא ל30 דקות 
אחרי 30 דקות נפעיל תנור ל170 מעלות טורבו ונתחיל בהרכבת העוגיות 

נניח מלבן של בצק נמרח עליו מהממרח שהכנו ונפזר פיסטוקים גרוסים נחזור על הפעולה עוד פעמיים (מעל המלבן ה4 לא נמרח מהממרח) 
נכניס לתנור שחומם מראש ל20 דקות של אפייה/ עד שמזהיב 
נוציא מהתנור ונצנן את העוגיות במשך שעה 
לאחר שעה נבזוק אבקת סוכר ונחתוך לריבועים (לי יצאו 30 ריבועים)

ונהנה מכל ביס ✌🏻❤️",https://www.instagram.com/reel/C1kGF0ZoQhI/,FOOD,חיתוכיות פיסטוק,SWEET,חטיף,"מה נצטרך? 
לבצק פריך:
140 גרם קמח =כוס קמח
100 גרם קורנפלור =כוס פחות 4 כפות
50 גרם אבקת סוכר= חצי שקית 
ביצה 
100 גרם חמאה=חצי חבילה 

לממרח פיסטוק:
125 גרם שוקולד לבן (ממליצה להשתמש בשוקולד לבו איכותי) 
40 גרם מחית פיסטוק
10 גרם שקדים טחונים

אופציונלי- 20 גרם פיסטוקים גרוסים לפזר בין השכבות","אופן הכנת הממרח: 
נמיס בפולסים של חצי דקה את השוקולד הלבן במיקרו 
אחרי שנמס לגמרי נוסיף את המחית פיסטוק ואת השקדים ונערבב לאיחוד 
(עדיף להכין את הממרח לפני שתוציאו את מלבני הבצק מההקפאה)

הכנת הבצק פריך: 
במעבד מזון נטחן את האבקת סוכר והחמאה עד לאיחוד 
נוסיף את הקמח והקורנפלור ונטחן עד מרקם חולי,נוסיף את הביצה עד שמתגבש לבצק 
•במידה ותשתמשו בביצה קטנה מדי הבצק לא יתאחד אז במידת הצורך אפשר להוסיף כפית חלב 
•הבצק יוצא מעט דביק אז נשים אותו במקפיא ל5 דקות גג לא יותר 

נקח את הבצק ונרדד אותו ל4 מלבנים שווים 
אני רידדתי לגודל של נייר אפייה שלם ואז חתכתי ל4 חתיכות 

נשים את כל מלבני הבצק במקפיא ל30 דקות 
אחרי 30 דקות נפעיל תנור ל170 מעלות טורבו ונתחיל בהרכבת העוגיות 

נניח מלבן של בצק נמרח עליו מהממרח שהכנו ונפזר פיסטוקים גרוסים נחזור על הפעולה עוד פעמיים (מעל המלבן ה4 לא נמרח מהממרח) 
נכניס לתנור שחומם מראש ל20 דקות של אפייה/ עד שמזהיב 
נוציא מהתנור ונצנן את העוגיות במשך שעה 
לאחר שעה נבזוק אבקת סוכר ונחתוך לריבועים (לי יצאו 30 ריבועים)

ונהנה מכל ביס ✌🏻❤️",YES
92,05/01/2024,קרפ ,"קרפ בולללל כמו של הקניון רק ב75 קלוריות ליחידה 😍 
מה נצטרך?
2 ביצים 
כוס חד פעמית חלב (240 מל) 
60 גרם קמח 
10 גרם חמאה מומסת
תמצית וניל
2 כפות תחליף סוכר 

אופן הכנה: 
נערבב את כל המצרכים בקערה אחת 
ממליצה אחרי שמסיימים לערבב להעביר את הבלילה דרך מסננת למקרה שיש גושים 
מחממים מחבת לחום בינוני (במידה ואתם משתמשים במחבת שהיא לא נון סטיק תשמנו ממש מעט את המחבת לפני הקרפ הראשון) 
מוזגים מעט מהבלילה אל המחבת ומטים את המחבת כך שהבלילה תגיע לכל המחבת. 
אחרי 2-3 דקות הופכים את הקרפ לעוד דקה/ שתיים 
חוזרים על הפעולה עוד 7 פעמים ומוכן!!! 
אפשר לשים איזה מילוי שתבחרו אני מרחתי נוטלה ופיזרתי קצת אוראו לקראנציות 

כל הבלילה יצא לי 
600 קלוריות 
29 חלבון 
57.8 פחמימה
27.1 שומן 

לי יצאו 8 קרפים כך שכל קרפ 75 קלוריות אבל כמות הקרפים תשתנה בהתאם לגודל המחבת שתשתמשו בה 🫶🏼 

#דלקלוריות",https://www.instagram.com/reel/C1tlux9I82s/,FOOD,קרפ בולללל כמו של הקניון רק ב75 קלוריות ליחידה,SWEET,פנקייק/קרפ,"מה נצטרך?
2 ביצים 
כוס חד פעמית חלב (240 מל) 
60 גרם קמח 
10 גרם חמאה מומסת
תמצית וניל
2 כפות תחליף סוכר","אופן הכנה: 
נערבב את כל המצרכים בקערה אחת 
ממליצה אחרי שמסיימים לערבב להעביר את הבלילה דרך מסננת למקרה שיש גושים 
מחממים מחבת לחום בינוני (במידה ואתם משתמשים במחבת שהיא לא נון סטיק תשמנו ממש מעט את המחבת לפני הקרפ הראשון) 
מוזגים מעט מהבלילה אל המחבת ומטים את המחבת כך שהבלילה תגיע לכל המחבת. 
אחרי 2-3 דקות הופכים את הקרפ לעוד דקה/ שתיים 
חוזרים על הפעולה עוד 7 פעמים ומוכן!!! 
אפשר לשים איזה מילוי שתבחרו אני מרחתי נוטלה ופיזרתי קצת אוראו לקראנציות 

כל הבלילה יצא לי 
600 קלוריות 
29 חלבון 
57.8 פחמימה
27.1 שומן 

לי יצאו 8 קרפים כך שכל קרפ 75 קלוריות אבל כמות הקרפים תשתנה בהתאם לגודל המחבת שתשתמשו בה 🫶🏼 

#דלקלוריות",YES
93,10/01/2024,קציצות עדשים שחורות,"קציצות עדשים שחורות!! 
תקשיבו הקציצות האלה יצאו כל כך טעימות שהייתי בשוק 
סך הכל 4 מרכיבים וזהו 

מה נצטרך? 
100 גרם עדשים שחורות (בערך חצי כוס) 
בצל בינוני 
קצת פטרוזיליה/ כוסברה תלוי במה שאתם אוהבים 
ביצה 
מלח 

אופן הכנה: 
נרתיח את העדשים למשך 25 דקות בסיר עם מים רותחים ואז נסנן
נטחן את העדשים לכמה שניות ככה שרוב הכמות חלקה אבל עדיין יש כמה עדשים שלא נטחנו (לא חייב אבל בעייני שחצי טחון וחצי לא זה מקפיץ את המרקם) 
בקערה נשיםבצל ופטרוזיליה שקצצנו דק נוסיף מלח ביצה ואת העדשים 
נערבב היטב ונחלק ל14 קציצות 
נאפה בתנור שחומם מראש על 180 מעלות טורבו ל20-25 דקות 
אני הגשתי עם לאבנה אפשר להגיש עם מה שאוהבים 

בתאבון❤️❤️❤️

ערכים לקציצה אחת מתוך 14:
36 קלוריות 
2.5 חלבון 
5.3 פחמימה 
0.6 שומן 

#דלקלוריות",https://www.instagram.com/reel/C17S_DtoyUr/,FOOD,קציצות עדשים שחורות,SAVORY,קציצות,"מה נצטרך? 
100 גרם עדשים שחורות (בערך חצי כוס) 
בצל בינוני 
קצת פטרוזיליה/ כוסברה תלוי במה שאתם אוהבים 
ביצה 
מלח","אופן הכנה: 
נרתיח את העדשים למשך 25 דקות בסיר עם מים רותחים ואז נסנן
נטחן את העדשים לכמה שניות ככה שרוב הכמות חלקה אבל עדיין יש כמה עדשים שלא נטחנו (לא חייב אבל בעייני שחצי טחון וחצי לא זה מקפיץ את המרקם) 
בקערה נשיםבצל ופטרוזיליה שקצצנו דק נוסיף מלח ביצה ואת העדשים 
נערבב היטב ונחלק ל14 קציצות 
נאפה בתנור שחומם מראש על 180 מעלות טורבו ל20-25 דקות 
אני הגשתי עם לאבנה אפשר להגיש עם מה שאוהבים 

בתאבון❤️❤️❤️

ערכים לקציצה אחת מתוך 14:
36 קלוריות 
2.5 חלבון 
5.3 פחמימה 
0.6 שומן 

#דלקלוריות",YES
